Unnamed: 0,sq_mt_built,n_rooms,n_bathrooms,street_name,street_number,floor,is_floor_under,neighborhood_id,operation,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
0,64.0,2,1.0,Calle de Godella,64,3,0,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,85000,1328,HouseType 1: Pisos,0,0,1960.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0
1,70.0,3,1.0,Calle de la del Manojo de Rosas,Brak,4,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,129900,1856,HouseType 1: Pisos,1,0,1970.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
2,94.0,2,2.0,Calle del Talco,68,1,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,144247,1535,HouseType 1: Pisos,0,0,1970.0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0
3,64.0,2,1.0,Calle Pedro Jiménez,Brak,0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,109900,1717,HouseType 1: Pisos,0,0,1955.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.0,0,0,1,0
4,108.0,2,2.0,Carretera de Villaverde a Vallecas,Brak,4,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,260000,2407,HouseType 1: Pisos,0,0,2003.0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0.0,1,1,1,1
5,126.0,4,2.0,geologia,Brak,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,195000,1548,HouseType 1: Pisos,0,0,1981.0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0.0,0,0,0,1
6,120.0,5,2.0,Avenida Real de Pinto,Brak,1,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,190000,1583,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0,0,1,0
7,125.0,3,2.0,Brak,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,198500,1588,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0
8,84.0,3,2.0,Brak,Brak,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,212000,2524,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0.0,0,0,0,0
9,85.0,2,1.0,Calle de Martinez Oviol,Brak,7,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,131400,1546,HouseType 1: Pisos,1,0,1950.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0
10,69.0,2,2.0,De la Plata - Villaverde,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,118000,1710,HouseType 1: Pisos,1,0,1963.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
11,122.0,3,2.0,Brak,Brak,6,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,246900,2024,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0.0,0,0,0,0
12,123.0,3,2.0,Calle de la Unanimidad,67,4,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,195000,1585,HouseType 1: Pisos,0,0,1992.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
13,109.0,3,2.0,Calle de Anoeta,63,3,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,205000,1881,HouseType 1: Pisos,0,0,1983.0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0.0,0,0,1,0
14,64.0,3,1.0,Calle GODELLA,Brak,3,0,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,72000,1125,HouseType 1: Pisos,0,0,1960.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
15,115.0,3,1.0,Calle San Macario,Brak,3,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,160000,1391,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0
16,115.0,3,1.0,Brak,Brak,1,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,184900,1608,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
17,65.0,3,1.0,Brak,Brak,4,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,90000,1385,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
18,75.0,3,1.0,Brak,Brak,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,129900,1732,HouseType 1: Pisos,1,0,1970.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
19,60.0,2,1.0,Brak,Brak,0,1,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,94900,1582,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
20,60.0,2,1.0,Brak,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,89900,1498,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
21,95.0,4,2.0,Brak,Brak,4,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,144900,1525,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
22,76.0,3,1.0,Brak,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,110000,1447,HouseType 1: Pisos,1,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
23,51.0,2,1.0,Camino Leganés,Brak,-1,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,93000,1824,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
24,134.0,3,2.0,Calle de las Islas,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,130000,970,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
25,62.0,2,1.0,Calle de Parvillas Bajas,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,104000,1677,HouseType 1: Pisos,0,0,1970.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
26,75.0,3,1.0,Brak,Brak,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,138000,1840,HouseType 1: Pisos,0,0,1984.0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0.0,0,0,0,1
27,112.0,4,2.0,Brak,Brak,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,280000,2500,HouseType 1: Pisos,0,0,1970.0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0.0,0,1,1,1
28,65.0,3,1.0,Calle Villajoyosa,Brak,1,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,150000,2308,HouseType 1: Pisos,1,0,1976.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0
29,70.0,2,1.0,Paseo de Alberto Palacios,Brak,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,145900,2084,HouseType 1: Pisos,0,0,1968.0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,0,1,0
30,75.0,1,1.0,Calle Laguna del Marquesado,Brak,1,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,92500,1233,HouseType 1: Pisos,0,0,2008.0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.0,1,1,1,1
31,123.0,3,2.0,Carretera de Villaverde a Vallecas,Brak,7,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,298000,2423,HouseType 1: Pisos,0,0,2002.0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
32,61.0,3,1.0,Camino Leganés,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,99900,1638,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
33,72.0,2,1.0,Brak,Brak,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,138000,1917,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0
34,61.0,3,1.0,Concepción de la Oliva,21,5,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,100000,1639,HouseType 1: Pisos,0,0,1966.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0
35,71.0,3,1.0,San Neviano - Villaverde,Brak,1,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,131400,1851,HouseType 1: Pisos,1,0,1980.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
36,87.0,3,1.0,Brak,Brak,2,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,96000,1103,HouseType 1: Pisos,1,0,1970.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
37,60.0,2,1.0,Paseo de Alberto Palacios,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,154000,2567,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0
38,78.0,4,1.0,Calle la Dolorosa,Brak,2,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,146700,1881,HouseType 1: Pisos,0,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0
39,52.0,1,1.0,Calle Encarnación Oviol,Brak,1,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,92500,1779,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
40,125.0,3,3.0,Calle ESTEFANITA,Brak,7,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,275000,2200,HouseType 4: Dúplex,0,0,2004.0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0.0,0,0,0,0
41,75.0,0,1.0,Calle Laguna del Marquesado,Brak,1,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,83800,1117,,0,0,2008.0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0.0,1,1,1,1
42,97.0,2,2.0,Calle Arroyo de la Bulera,31,0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,266122,2744,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0
43,93.0,2,2.0,Calle Arroyo de la Bulera,31,7,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,228273,2455,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0
44,103.0,4,2.0,Calle de la del Manojo de Rosas,Brak,1,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,171900,1669,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0
45,83.0,2,2.0,Villaverde a perales,Brak,7,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,228273,2750,HouseType 5: Áticos,0,0,2020.0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.0,0,0,0,0
46,45.0,2,1.0,Calle de Juan José Martínez Seco,Brak,1,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,85000,1889,HouseType 1: Pisos,1,0,1968.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0
47,120.0,3,2.0,Carretera de Villaverde a Vallecas,Brak,7,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,298000,2483,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
48,74.0,3,1.0,Calle la del Soto del Parral,59,1,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,139000,1878,HouseType 1: Pisos,0,0,1970.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0
49,125.0,3,2.0,Calle Estefanita,6,7,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,272500,2180,HouseType 4: Dúplex,0,0,2004.0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0.0,0,0,0,0
50,126.0,4,2.0,Calle Berrocal,Brak,0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,275000,2183,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.0,0,0,1,1
51,158.0,3,2.0,Calle Euskalduna,14,4,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,289000,1829,HouseType 5: Áticos,0,0,2003.0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0.0,0,0,0,0
52,65.0,2,1.0,Brak,Brak,2,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,115000,1769,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
53,108.0,3,2.0,Calle Alcocer,Brak,4,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,179000,1657,HouseType 1: Pisos,0,0,1978.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
54,62.0,2,1.0,Brak,Brak,0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,123000,1984,HouseType 1: Pisos,0,0,1984.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0
55,51.0,2,1.0,Calle Topacio,Brak,3,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,89500,1755,HouseType 1: Pisos,1,0,1967.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1
56,112.0,3,2.0,Calle Calcio,15,3,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,289000,2580,HouseType 1: Pisos,0,0,2013.0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0.0,0,0,1,0
57,109.0,3,2.0,Calle Camas,2,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,216278,1984,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
58,107.0,3,2.0,Calle Camas,2,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,207503,1939,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
59,76.0,2,2.0,Calle Camas,2,3,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,162793,2142,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
60,105.0,3,2.0,Calle Camas,2,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,204999,1952,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
61,109.0,3,2.0,Calle Camas,2,4,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,220879,2026,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
62,108.0,3,2.0,Calle Camas,2,4,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,218258,2021,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
63,109.0,3,2.0,Calle Camas,2,0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,231855,2127,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
64,76.0,2,2.0,Calle Camas,2,4,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,163397,2150,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
65,76.0,2,2.0,Calle Camas,2,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,160759,2115,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
66,108.0,3,2.0,Calle Camas,2,3,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,217169,2011,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
67,76.0,2,2.0,Calle Camas,2,5,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,165208,2174,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
68,109.0,3,2.0,Calle Camas,2,3,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,219775,2016,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
69,108.0,3,2.0,Calle Camas,2,0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,230817,2137,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
70,108.0,3,2.0,Calle Camas,2,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,213722,1979,HouseType 1: Pisos,0,1,1970.0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
71,111.0,2,2.0,Calle Ganados del Salobral ,12,6,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,230749,2079,HouseType 5: Áticos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
72,115.0,3,2.0,Calle Ganados del Salobral ,12,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,233789,2033,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
73,115.0,3,2.0,Calle Ganados del Salobral ,12,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,230789,2007,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
74,117.0,3,2.0,Calle Ganados del Salobral ,12,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,244171,2087,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
75,117.0,3,2.0,Calle Ganados del Salobral ,12,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,243468,2081,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
76,117.0,3,2.0,Calle Ganados del Salobral ,12,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,244798,2092,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
77,118.0,3,2.0,Calle Ganados del Salobral ,12,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,219235,1858,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
78,115.0,3,2.0,Calle Ganados del Salobral ,12,5,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,242789,2111,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,0,0,0,0
79,97.0,4,1.0,Brak,Brak,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,130000,1340,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
80,106.0,3,2.0,Calle Arroyo de la Bulera,31,3,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,251569,2373,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0
81,103.0,3,2.0,Calle Arroyo de la Bulera,31,3,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,235402,2285,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0
82,103.0,3,2.0,Calle Arroyo de la Bulera,31,1,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,235172,2283,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0
83,103.0,3,2.0,Calle Arroyo de la Bulera,31,5,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,236227,2293,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0
84,114.0,3,2.0,Calle Arroyo de la Bulera,31,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,254710,2234,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0
85,150.0,2,1.0,Calle Emilia Ballester,15,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,159000,1060,HouseType 2: Casa o chalet,1,0,1993.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0.0,0,0,0,0
86,140.0,3,3.0,Calle Estefanita,6,7,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,272500,1946,HouseType 4: Dúplex,0,0,2004.0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0.0,0,0,1,0
87,58.0,3,1.0,Calle del Estroncio,Brak,2,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,85000,1466,HouseType 1: Pisos,0,0,1951.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
88,65.0,3,1.0,Calle Moncada,Brak,1,0,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,94000,1446,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1
89,110.0,4,2.0,Calle de Martinez Oviol,Brak,1,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,175000,1591,HouseType 1: Pisos,0,0,1978.0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,0,0,0
90,173.0,4,2.0,Brak,Brak,2,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,268000,1549,HouseType 1: Pisos,0,0,2003.0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0.0,1,0,1,0
91,75.0,2,1.0,Brak,Brak,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,156000,2080,HouseType 5: Áticos,0,0,1970.0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0
92,90.0,1,1.0,Calle Ganados del Salobral ,12,7,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,183159,2035,HouseType 5: Áticos,0,1,1970.0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0
93,125.0,3,2.0,Calle de la Generosidad,16,1,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,210000,1680,HouseType 1: Pisos,0,0,1996.0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0.0,0,0,0,0
94,58.0,2,1.0,Calle de Tordegrillos,Brak,0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,85000,1466,HouseType 1: Pisos,0,0,1968.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
95,92.0,3,1.0,Avenida de la Verbena de la Paloma,Brak,6,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,159900,1738,HouseType 1: Pisos,0,0,1962.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
96,70.0,2,1.0,Paseo Alberto Palacios,35,3,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,117000,1671,HouseType 1: Pisos,0,0,1975.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0
97,54.0,2,1.0,Calle Doctor Pérez Domínguez,2,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,110000,2037,HouseType 1: Pisos,0,0,1960.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0
98,52.0,2,1.0,Brak,Brak,1,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,100000,1923,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
99,108.0,3,1.0,Calle de los Cacereños,Brak,2,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,140000,1296,HouseType 1: Pisos,0,0,1995.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,1,0,1
