Unnamed: 0,sq_mt_built,n_rooms,n_bathrooms,street_name,street_number,floor,is_floor_under,neighborhood_id,operation,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
5301,70.0,3,1.0,Manuel Maroto,Brak,4,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,88782,1268,HouseType 1: Pisos,0,0,1958.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5302,71.0,2,1.0,Calle Vilches,Brak,2,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,152000,2141,HouseType 2: Casa o chalet,0,0,1958.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5303,38.0,1,1.0,Calle Río San Pedro,Brak,1,0,Neighborhood 88: Portazgo (1896.75 €/m2) - District 13: Puente de Vallecas,sale,92260,2428,HouseType 4: Dúplex,0,0,2007.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5304,86.0,3,1.0,Calle Cazorla,Brak,3,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,109999,1279,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0
5305,105.0,4,2.0,Calle de los Andaluces del Pozo,Brak,1,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,179999,1714,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0
5306,48.0,1,1.0,Calle Concordia,Brak,1,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,114000,2375,HouseType 1: Pisos,0,0,1920.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5307,65.0,3,1.0,Travesía del doctor Sánchez,Brak,4,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,99000,1523,HouseType 1: Pisos,1,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5308,45.0,2,1.0,Calle Montseny,19,1,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,121000,2689,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0
5309,72.0,2,1.0,"Calle Mendívil, Madrid",Brak,1,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,177000,2458,HouseType 1: Pisos,0,0,1996.0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0
5310,69.0,3,2.0,"Calle Amadeo I, Madrid",Brak,0,1,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,89475,1297,HouseType 1: Pisos,1,0,1974.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5311,80.0,3,1.0,Calle de Antonio Folgueras,22,4,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,130000,1625,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1
5312,34.0,1,1.0,Rodríguez Espinosa,Brak,1,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,99000,2912,HouseType 1: Pisos,0,0,1910.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0
5313,48.0,2,1.0,Calle Emilio Raboso,Brak,0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,52000,1083,HouseType 1: Pisos,0,0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
5314,56.0,2,1.0,Calle Sierra del Valle,10-Aug,4,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,104000,1857,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5315,80.0,3,1.0,Calle de Peña de la Atalaya,118,3,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,120000,1500,HouseType 1: Pisos,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
5316,90.0,1,1.0,peñarroya,200,2,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,160000,1778,HouseType 2: Casa o chalet,0,0,1970.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0
5317,77.0,2,1.0,Calle del Pico Cebollera,45,1,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,162000,2104,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0
5318,80.0,2,1.0,Calle Palomeras,14,2,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,120000,1500,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0
5319,29.0,1,1.0,Calle de García Llamas,19,5,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,58000,2000,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5320,89.0,2,2.0,Brak,Brak,0,1,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,224999,2528,HouseType 1: Pisos,0,0,2006.0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0.0,0,0,0,0
5321,62.0,2,1.0,Calle de Mejorana,Brak,2,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,107000,1726,HouseType 1: Pisos,0,0,1979.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,1,0,1,0
5322,56.0,0,1.0,Calle Sanz Raso,Brak,0,1,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,129000,2304,HouseType 1: Pisos,1,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5323,65.0,2,1.0,Calle Buendía,Brak,2,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,123900,1906,HouseType 1: Pisos,0,0,1965.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0
5324,39.0,2,1.0,Calle del Monte Perdido,Brak,1,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,89000,2282,HouseType 1: Pisos,0,0,1940.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0
5325,80.0,3,1.0,ENTREVÍAS,Brak,2,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,190000,2375,HouseType 2: Casa o chalet,0,0,1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5326,84.0,4,1.0,Avenida del Monte Igueldo,67,2,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,199000,2369,HouseType 1: Pisos,0,0,2012.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
5327,60.0,3,1.0,Calle San Moisés,Brak,3,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,135000,2250,HouseType 1: Pisos,0,0,1965.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
5328,70.0,3,1.0,Brak,Brak,4,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,125000,1786,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5329,70.0,3,1.0,Calle de Manuel Maroto,Brak,4,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,88782,1268,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5330,70.0,3,1.0,Calle Higinio Rodríguez,Brak,2,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,137000,1957,HouseType 1: Pisos,0,0,1971.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1
5331,76.0,3,1.0,Portazgo,1,3,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,145000,1908,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,1,0,1,0
5332,63.0,1,1.0,Calle Convenio,91,0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,135000,2143,HouseType 1: Pisos,0,0,2000.0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0
5333,60.0,2,1.0,puerto de tarancon,Brak,0,1,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,105000,1750,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5334,66.0,3,1.0,Calle de San Claudio,38,3,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,160000,2424,HouseType 1: Pisos,0,0,1970.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,1,0,1,0
5335,71.0,2,1.0,Calle SIERRA SALVADA,Brak,2,0,Neighborhood 88: Portazgo (1896.75 €/m2) - District 13: Puente de Vallecas,sale,210000,2958,HouseType 1: Pisos,0,0,2001.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0
5336,42.0,1,1.0,Calle del Pico Cebollera,Brak,0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,83000,1976,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5337,60.0,2,1.0,Avenida de Miguel Hernández,Brak,1,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,110000,1833,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5338,40.0,2,1.0,Calle Sierra de Algodonales,Brak,0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,89900,2248,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0
5339,86.0,3,1.0,Calle Sierra de Almijara,Brak,0,1,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,149000,1733,HouseType 1: Pisos,0,0,1970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5340,44.0,2,1.0,Calle del Doctor Fernando Primo de Rivera,Brak,3,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,105000,2386,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5341,83.0,2,1.0,Calle Moreras,Brak,1,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,189000,2277,HouseType 1: Pisos,0,0,2000.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0
5342,30.0,1,1.0,Calle Torremolinos,Brak,0,1,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,79000,2633,HouseType 1: Pisos,0,0,1966.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5343,90.0,3,1.0,Brak,Brak,3,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,104000,1156,HouseType 1: Pisos,0,0,1975.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
5344,52.0,3,1.0,Calle Alfonso XIII,2,4,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,125000,2404,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5345,39.0,1,1.0,sierra madrona,Brak,4,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,123000,3154,HouseType 5: Áticos,0,0,1970.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5346,103.0,3,1.0,Calle Pena Trevinca,9,3,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,140000,1359,HouseType 1: Pisos,0,0,1956.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0
5347,95.0,4,1.0,Calle José Paulete,Brak,2,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,156000,1642,HouseType 1: Pisos,0,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5348,50.0,2,1.0,PEÑA DE LA ATALAYA,Brak,0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,115000,2300,HouseType 1: Pisos,0,0,1961.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5349,60.0,1,1.0,Calle Eduardo Requenas,Brak,1,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,135000,2250,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5350,85.0,3,2.0,Calle Villarta,Brak,2,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,150000,1765,HouseType 2: Casa o chalet,0,0,1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5351,58.0,2,1.0,Calle del Campo de la Paloma,Brak,3,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,111000,1914,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0
5352,59.0,2,1.0,Calle de Calero Pita,Brak,3,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,95000,1610,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0
5353,92.0,2,1.0,Calle Cerro de la Alcazaba,Brak,0,1,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,105000,1141,HouseType 1: Pisos,0,0,1971.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1,0,1,0
5354,97.0,3,2.0,Calle Cabo de Tarifa,Brak,0,1,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,109000,1124,HouseType 1: Pisos,1,0,1986.0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,1,1,1,1
5355,48.0,2,1.0,Avenida de Peña Prieta,Brak,1,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,110000,2292,HouseType 1: Pisos,1,0,1930.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1
5356,63.0,2,1.0,Calle de San Claudio,Brak,4,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,115000,1825,HouseType 1: Pisos,0,0,1969.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,1,0,0
5357,142.0,4,1.0,Calle de Tomás García,Brak,1,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,145000,1021,HouseType 1: Pisos,1,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5358,59.0,2,1.0,Calle de Venancio Martín,Brak,4,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,135000,2288,HouseType 1: Pisos,0,0,1960.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5359,63.0,2,1.0,Calle de San Claudio,Brak,2,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,120000,1905,HouseType 1: Pisos,1,0,1965.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,1,0,1
5360,37.0,0,1.0,Calle Puerto de Almansa,Brak,0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,97000,2622,,0,0,2010.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5361,53.0,2,1.0,Calle de la Sierra de Meira,58,1,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,160000,3019,HouseType 1: Pisos,0,0,2006.0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0
5362,60.0,2,1.0,Calle de Peña Redonda,Brak,2,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,125000,2083,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5363,81.0,3,1.0,Calle de Albalate del Arzobispo,Brak,2,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,115000,1420,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0
5364,71.0,3,1.0,MARCHAMALO,Brak,0,1,Neighborhood 88: Portazgo (1896.75 €/m2) - District 13: Puente de Vallecas,sale,159995,2253,HouseType 1: Pisos,0,0,1974.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0
5365,40.0,2,1.0,Rio de la Plata,Brak,0,1,Neighborhood 88: Portazgo (1896.75 €/m2) - District 13: Puente de Vallecas,sale,85000,2125,HouseType 1: Pisos,0,0,1970.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
5366,85.0,3,1.0,Calle Bustos,6,2,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,199800,2351,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0
5367,90.0,2,1.0,Calle Hermanos García,125,4,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,155000,1722,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0
5368,106.0,3,1.0,Calle de Ramón Pérez de Áyala,74,5,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,190000,1792,HouseType 1: Pisos,0,0,1981.0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.0,0,1,0,0
5369,100.0,3,2.0,Calle de Sierra Toledana,31,0,1,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,305000,3050,HouseType 1: Pisos,0,0,2002.0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0.0,0,1,0,1
5370,105.0,2,2.0,Calle Francisco Iglesias,21,2,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,232000,2210,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0
5371,49.0,2,1.0,Calle del Monte Oliveti,Brak,0,1,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,101700,2076,HouseType 1: Pisos,1,0,1915.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5372,70.0,2,1.0,Camino de Valderribas,79,4,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,276000,3943,HouseType 5: Áticos,0,0,2009.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0,1,1,1,1
5373,90.0,3,2.0,Calle de Javier de Miguel,19,4,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,220000,2444,HouseType 1: Pisos,1,0,1982.0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,15000.0,0,0,1,1
5374,139.0,3,2.0,Calle Sierra de Cuerda Larga,47,2,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,300000,2158,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0.0,0,1,0,1
5375,140.0,4,2.0,Avenida Pablo Neruda,11,6,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,320000,2286,HouseType 1: Pisos,0,0,1970.0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,0,0,1,0
5376,78.0,3,1.0,Calle Pico de Alba,6,0,1,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,165000,2115,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5377,53.0,2,1.0,Calle Hermanos Trueba,Brak,0,1,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,154900,2923,HouseType 1: Pisos,1,0,1970.0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0
5378,114.0,3,2.0,Calle de la Sierra de los Filabres,85,2,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,245000,2149,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0
5379,120.0,3,2.0,Avenida de Pablo Neruda,120,3,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,340000,2833,HouseType 1: Pisos,0,0,1970.0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,0,1,0,1
5380,105.0,4,2.0,Calle de Membezar,29,4,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,146500,1395,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,1,0
5381,74.0,2,2.0,Calle de la Filósofa Simone Weil,4,3,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,275000,3716,HouseType 5: Áticos,0,0,2005.0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0.0,1,0,0,0
5382,121.0,2,1.0,Calle Sierra de Segura,Brak,3,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,189000,1562,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0
5383,120.0,4,2.0,Calle Villalobos,137,8,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,285000,2375,HouseType 1: Pisos,0,0,1991.0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0.0,0,0,0,0
5384,77.0,3,1.0,Calle Alfonso XIII,8,3,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,125510,1630,HouseType 1: Pisos,1,0,1965.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0
5385,67.0,1,2.0,Calle Rafael Fernández Hijicos,Brak,0,1,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,59000,881,HouseType 1: Pisos,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5386,131.0,3,2.0,Alto del León,16,1,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,265000,2023,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0.0,0,0,0,0
5387,45.0,2,1.0,Calle de Teresa Maroto,8,1,0,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,120000,2667,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0
5388,86.0,2,2.0,Calle Maquinilla,13,1,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,234000,2721,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0.0,0,0,0,1
5389,50.0,2,1.0,Calle Diego Manchado,Brak,4,0,Neighborhood 88: Portazgo (1896.75 €/m2) - District 13: Puente de Vallecas,sale,92000,1840,HouseType 1: Pisos,1,0,1970.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
5390,61.0,2,1.0,Calle de Julia Mediavilla,Brak,1,0,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,99000,1623,HouseType 1: Pisos,1,0,1970.0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,0,0,0
5391,50.0,2,1.0,Calle de la Virgen,Brak,0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,125000,2500,HouseType 1: Pisos,0,0,1915.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5392,80.0,2,2.0,Calle Monte Calobro,Brak,0,1,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,157000,1962,HouseType 4: Dúplex,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0
5393,70.0,2,2.0,Calle Monte Calobro,Brak,0,1,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,sale,137000,1957,HouseType 4: Dúplex,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0
5394,50.0,1,1.0,Calle Sierra Madrona,Brak,3,0,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,119900,2398,HouseType 5: Áticos,0,0,2003.0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0
5395,120.0,4,2.0,Calle CABO MACHICHACO,Brak,2,0,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,185000,1542,HouseType 2: Casa o chalet,0,0,1970.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,1
